window_id,room_id,session_id,start_time,end_time,media_id,system_id,duration_seconds,zone_config_id,activity_mean,activity_total,drinking_activity_fraction,feeding_activity_fraction,general_activity_fraction,drinking_to_feeding_activity_ratio,feeding_plus_drinking_activity_fraction,functional_area_activity_fraction,spatial_freedom_index,occupancy_imbalance_index,warnings,start_time_dt,end_time_dt,semantic_transition_proxy,normalized_activity,mobility_index
video_000003_w0011,room_1,room_1_16_17_aug,2025-08-16T06:01:43-03:00,2025-08-16T06:02:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002998564385052305,0.0008995693155156914,0.20517337105308928,0.11421079149703119,0.6806158374498795,1.7964446998725387,0.3193841625501205,0.3193841625501205,0.7597313574216672,0.34728250411654615,mapping_override,2025-08-16 06:01:43-03:00,2025-08-16 06:02:13-03:00,0.012668708116042975,0.0062194473971155465,0.008154225612793775
video_000003_w0012,room_1,room_1_16_17_aug,2025-08-16T06:01:53-03:00,2025-08-16T06:02:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00023186541000339074,0.0006955962300101722,0.1090894557457775,0.05802554151753819,0.8328850027366843,1.8800247768959686,0.1671149972633157,0.1671149972633157,0.5089962850005876,0.49955166940335094,mapping_override,2025-08-16 06:01:53-03:00,2025-08-16 06:02:23-03:00,0.1522691652868048,0.003948587769425629,0.04844476102463938
video_000003_w0013,room_1,room_1_16_17_aug,2025-08-16T06:02:03-03:00,2025-08-16T06:02:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00020345385867888885,0.0006103615760366665,0.07155069494274559,0.03356526689690073,0.8948840381603536,2.131688544664969,0.10511596183964632,0.10511596183964632,0.3659346967451959,0.5615507048270203,mapping_override,2025-08-16 06:02:03-03:00,2025-08-16 06:02:33-03:00,0.06199903542366931,0.002999658972722611,0.020699471908006622
video_000003_w0014,room_1,room_1_16_17_aug,2025-08-16T06:02:13-03:00,2025-08-16T06:02:43-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00019638855412469841,0.0005891656623740952,0.09123053909176634,0.031139834999155982,0.8776296259090777,2.929705282453779,0.12237037409092233,0.12237037409092233,0.40144208717975094,0.5442962925757444,mapping_override,2025-08-16 06:02:13-03:00,2025-08-16 06:02:43-03:00,0.019679844149020694,0.0027636820324854054,0.00783853066744599
video_000003_w0015,room_1,room_1_16_17_aug,2025-08-16T06:02:23-03:00,2025-08-16T06:02:53-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00020993458476570794,0.0006298037542971239,0.11954419511508302,0.07840969688147514,0.8020461080034419,1.524609836150587,0.19795389199655816,0.19795389199655816,0.5738683656302258,0.4687127746701085,mapping_override,2025-08-16 06:02:23-03:00,2025-08-16 06:02:53-03:00,0.0755835179056358,0.0032161113422918713,0.02492633331129505
video_000003_w0016,room_1,room_1_16_17_aug,2025-08-16T06:02:33-03:00,2025-08-16T06:03:03-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00022782200214553289,0.0006834660064365986,0.1445645629110588,0.0787405135830646,0.7766949235058767,1.8359616458248698,0.2233050764941234,0.2233050764941234,0.6153176192902163,0.4433615901725433,mapping_override,2025-08-16 06:02:33-03:00,2025-08-16 06:03:03-03:00,0.02535118449756523,0.0038135403688344593,0.01027483360745369
video_000003_w0017,room_1,room_1_16_17_aug,2025-08-16T06:02:43-03:00,2025-08-16T06:03:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00025608584063168863,0.000768257521895066,0.15124438709575125,0.08000032173718583,0.768755291167063,1.8905472354550505,0.23124470883293707,0.23124470883293707,0.6279806369946381,0.4354219578337296,mapping_override,2025-08-16 06:02:43-03:00,2025-08-16 06:03:13-03:00,0.00793963233881368,0.00475753564521159,0.005712164653292218
video_000003_w0018,room_1,room_1_16_17_aug,2025-08-16T06:02:53-03:00,2025-08-16T06:03:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002501181253188002,0.0007503543759564006,0.12193358295469449,0.0601074201149794,0.8179589969303261,2.02859451830486,0.18204100306967388,0.18204100306967388,0.5369908867645362,0.4846256635969928,mapping_override,2025-08-16 06:02:53-03:00,2025-08-16 06:03:23-03:00,0.049203705763263175,0.0045582175282159266,0.0179518639987301
video_000003_w0019,room_1,room_1_16_17_aug,2025-08-16T06:03:03-03:00,2025-08-16T06:03:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002398339100131529,0.0007195017300394587,0.09447901692620268,0.04377315690227744,0.8617478261715199,2.158377956086761,0.13825217382848012,0.13825217382848012,0.44427679870464726,0.5284144928381865,mapping_override,2025-08-16 06:03:03-03:00,2025-08-16 06:03:33-03:00,0.04378882924119376,0.004214730896896129,0.016086960400185417
video_000003_w0020,room_1,room_1_16_17_aug,2025-08-16T06:03:13-03:00,2025-08-16T06:03:43-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00022154552637706124,0.0006646365791311837,0.08087111647641793,0.040255598355117786,0.8788732851684643,2.0089408624114165,0.12112671483153571,0.12112671483153571,0.4061299380684037,0.5455399518351309,mapping_override,2025-08-16 06:03:13-03:00,2025-08-16 06:03:43-03:00,0.017125458996944405,0.0036039098375591355,0.007660374585374716
video_000003_w0021,room_1,room_1_16_17_aug,2025-08-16T06:03:23-03:00,2025-08-16T06:03:53-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00025721146974117594,0.0007716344092235279,0.1339364814783448,0.06696958441170388,0.7990939341099513,1.9999598721555978,0.20090606589004867,0.20090606589004867,0.5730284649222563,0.46576060077661796,mapping_override,2025-08-16 06:03:23-03:00,2025-08-16 06:03:53-03:00,0.07977935105851297,0.0047951309832556105,0.027290397005832818
video_000003_w0022,room_1,room_1_16_17_aug,2025-08-16T06:03:33-03:00,2025-08-16T06:04:03-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00027074802371013603,0.000812244071130408,0.18003375927442,0.08451470523690058,0.7354515354886794,2.1302063205423587,0.2645484645113206,0.2645484645113206,0.6767555388860717,0.40211820215534605,mapping_override,2025-08-16 06:03:33-03:00,2025-08-16 06:04:03-03:00,0.06364239862127194,0.005247243777891823,0.022765790230905854
video_000003_w0023,room_1,room_1_16_17_aug,2025-08-16T06:03:43-03:00,2025-08-16T06:04:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0003302754456146633,0.00099082633684399,0.19584961672350099,0.11063539866028016,0.6935149846162187,1.7702256158074845,0.30648501538378115,0.30648501538378115,0.7433874855753415,0.3601816512828855,mapping_override,2025-08-16 06:03:43-03:00,2025-08-16 06:04:13-03:00,0.04193655087246059,0.007235424014638762,0.01764576207198531
video_000003_w0024,room_1,room_1_16_17_aug,2025-08-16T06:03:53-03:00,2025-08-16T06:04:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00027793387059015613,0.0008338016117704684,0.16234414045257395,0.09021419195185233,0.7474416675955736,1.7995410360624595,0.25255833240442627,0.25255833240442627,0.6642412375676267,0.41410833426224036,mapping_override,2025-08-16 06:03:53-03:00,2025-08-16 06:04:23-03:00,0.05392668297935487,0.005487246759611061,0.020019077625534204
video_000003_w0025,room_1,room_1_16_17_aug,2025-08-16T06:04:03-03:00,2025-08-16T06:04:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0003008119391072089,0.0009024358173216267,0.14999715373924372,0.11333975782300013,0.7366630884377561,1.323429276895849,0.2633369115622438,0.2633369115622438,0.6885867635778016,0.4033297551044228,mapping_override,2025-08-16 06:04:03-03:00,2025-08-16 06:04:33-03:00,0.023125565871147787,0.006251360544909854,0.011313622142781234
video_000003_w0026,room_1,room_1_16_17_aug,2025-08-16T06:04:13-03:00,2025-08-16T06:04:43-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00028645178176197483,0.0008593553452859245,0.1692441946851609,0.10425510443814412,0.7265007008766949,1.6233660269898402,0.273499299123305,0.273499299123305,0.6995078131152059,0.3931673675433616,mapping_override,2025-08-16 06:04:13-03:00,2025-08-16 06:04:43-03:00,0.019247040945917157,0.005771739890815991,0.009814330207346341
video_000003_w0027,room_1,room_1_16_17_aug,2025-08-16T06:04:23-03:00,2025-08-16T06:04:53-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00034053131271826316,0.0010215939381547894,0.20852071816961443,0.11643238170456989,0.6750469001258156,1.7909168834036668,0.3249530998741843,0.3249530998741843,0.7669294450233196,0.3417135667924823,mapping_override,2025-08-16 06:04:23-03:00,2025-08-16 06:04:53-03:00,0.05145380075087933,0.007577963832989764,0.020740714908356633
video_000003_w0028,room_1,room_1_16_17_aug,2025-08-16T06:04:33-03:00,2025-08-16T06:05:03-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.000311526610029331,0.000934579830087993,0.20002463812622515,0.11974769800771429,0.6802276638660606,1.6703839944659256,0.3197723361339394,0.3197723361339394,0.7629278368856984,0.3468943305327272,mapping_override,2025-08-16 06:04:33-03:00,2025-08-16 06:05:03-03:00,0.008496080043389344,0.006609224135991901,0.007175280908211134
video_000003_w0029,room_1,room_1_16_17_aug,2025-08-16T06:04:43-03:00,2025-08-16T06:05:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002785764095379919,0.0008357292286139757,0.160787431344381,0.12330105595172226,0.7159115127038967,1.3040231497071386,0.28408848729610325,0.28408848729610325,0.7201886351284155,0.3825781793705634,mapping_override,2025-08-16 06:04:43-03:00,2025-08-16 06:05:13-03:00,0.039237206781844135,0.005508707175610197,0.01562725705748038
video_000003_w0030,room_1,room_1_16_17_aug,2025-08-16T06:04:53-03:00,2025-08-16T06:05:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002356747076596043,0.0007070241229788129,0.12130096854540653,0.10639062588171962,0.7723084055728738,1.140147146800918,0.22769159442712616,0.22769159442712616,0.631530552734072,0.43897507223954046,mapping_override,2025-08-16 06:04:53-03:00,2025-08-16 06:05:23-03:00,0.0563968928689771,0.004075816029505782,0.019772139081347177
video_000003_w0031,room_1,room_1_16_17_aug,2025-08-16T06:05:03-03:00,2025-08-16T06:05:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00021195003252311533,0.000635850097569346,0.09385576763375642,0.07189338563276598,0.8342508467334776,1.3054854324593235,0.1657491532665224,0.1657491532665224,0.5120193176801089,0.5009175134001442,mapping_override,2025-08-16 06:05:03-03:00,2025-08-16 06:05:33-03:00,0.06194244116060376,0.003283426090205867,0.020881130611325235
video_000003_w0032,room_1,room_1_16_17_aug,2025-08-16T06:05:13-03:00,2025-08-16T06:05:43-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00020642301513160217,0.0006192690453948065,0.07913727319067078,0.05826464637029193,0.8625980804390373,1.3582382820574608,0.1374019195609627,0.1374019195609627,0.4495373558140995,0.5292647471057039,mapping_override,2025-08-16 06:05:13-03:00,2025-08-16 06:05:43-03:00,0.02834723370555969,0.003098827019821343,0.010673349025542846
video_000003_w0033,room_1,room_1_16_17_aug,2025-08-16T06:05:23-03:00,2025-08-16T06:05:53-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002190346785432161,0.0006571040356296484,0.10074405642305491,0.07538472756980985,0.8238712160071352,1.336398759679288,0.17612878399286475,0.17612878399286475,0.5331484995918667,0.4905378826738019,mapping_override,2025-08-16 06:05:23-03:00,2025-08-16 06:05:53-03:00,0.03872686443190207,0.00352004902381961,0.014082093646244347
video_000003_w0034,room_1,room_1_16_17_aug,2025-08-16T06:05:33-03:00,2025-08-16T06:06:03-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002502865790524488,0.0007508597371573463,0.13316817904869577,0.0763563122727003,0.7904755086786039,1.7440362831182383,0.20952449132139606,0.20952449132139606,0.592345316247699,0.4571421753452706,mapping_override,2025-08-16 06:05:33-03:00,2025-08-16 06:06:03-03:00,0.03339570732853128,0.004563843782021836,0.01321340284597467
video_000003_w0035,room_1,room_1_16_17_aug,2025-08-16T06:05:43-03:00,2025-08-16T06:06:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00024880515452928694,0.0007464154635878609,0.1392559871833481,0.06390671043961253,0.7968373023770394,2.179051092215668,0.20316269762296063,0.20316269762296063,0.5746023139546699,0.46350396904370605,mapping_override,2025-08-16 06:05:43-03:00,2025-08-16 06:06:13-03:00,0.012449601833087798,0.004514365090270217,0.006894936113115491
video_000003_w0036,room_1,room_1_16_17_aug,2025-08-16T06:05:53-03:00,2025-08-16T06:06:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002217070971609145,0.0006651212914827435,0.1108196416848197,0.04827151542144037,0.84090884289374,2.2957564252395075,0.15909115710626007,0.15909115710626007,0.4877057153114563,0.5075755095604066,mapping_override,2025-08-16 06:05:53-03:00,2025-08-16 06:06:23-03:00,0.044071540516700584,0.0036093062049645307,0.015747976498485347
video_000003_w0037,room_1,room_1_16_17_aug,2025-08-16T06:06:03-03:00,2025-08-16T06:06:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002328870484133303,0.0006986611452399909,0.10408544234061264,0.07702799111028831,0.8188865665490991,1.351267777340624,0.18111343345090095,0.18111343345090095,0.5430370723104034,0.4855532332157657,mapping_override,2025-08-16 06:06:03-03:00,2025-08-16 06:06:33-03:00,0.02875647568884797,0.003982709880391582,0.011414839622928497
video_000003_w0038,room_1,room_1_16_17_aug,2025-08-16T06:06:13-03:00,2025-08-16T06:06:43-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00025462667859351817,0.0007638800357805545,0.13038095159119759,0.08266037940104377,0.7869586690077587,1.5773088937642987,0.21304133099224137,0.21304133099224137,0.6009737826336158,0.4536253356744253,mapping_override,2025-08-16 06:06:13-03:00,2025-08-16 06:06:43-03:00,0.03192789754134041,0.004708800507124226,0.01287452961738908
video_000003_w0039,room_1,room_1_16_17_aug,2025-08-16T06:06:23-03:00,2025-08-16T06:06:53-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002931173635058965,0.0008793520905176895,0.16224942600147904,0.09840702938303808,0.7393435446154829,1.6487584984395958,0.2606564553845171,0.2606564553845171,0.6795092119337665,0.40601021128214954,mapping_override,2025-08-16 06:06:23-03:00,2025-08-16 06:06:53-03:00,0.04761512439227577,0.005994366328610341,0.01848059374770997
video_000003_w0040,room_1,room_1_16_17_aug,2025-08-16T06:06:33-03:00,2025-08-16T06:07:03-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00025094020924269794,0.0007528206277280939,0.14095859032973557,0.07554816359730221,0.7834932460729622,1.8658109425543883,0.21650675392703778,0.21650675392703778,0.6030199595371071,0.45015991273962885,mapping_override,2025-08-16 06:06:33-03:00,2025-08-16 06:07:03-03:00,0.04414970145747933,0.004585674638874309,0.016454882684455815
video_000003_w0041,room_1,room_1_16_17_aug,2025-08-16T06:06:43-03:00,2025-08-16T06:07:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002522511429510309,0.0007567534288530927,0.12978089379009253,0.10141957842219236,0.7687995277877151,1.2796433963651166,0.2312004722122849,0.2312004722122849,0.6364709887376803,0.4354661944543817,mapping_override,2025-08-16 06:06:43-03:00,2025-08-16 06:07:13-03:00,0.02587141482489016,0.004629459039528736,0.011002045775137161
video_000003_w0042,room_1,room_1_16_17_aug,2025-08-16T06:06:53-03:00,2025-08-16T06:07:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00025099494743396157,0.0007529848423018848,0.10654880228062713,0.1051758457889951,0.7882753519303778,1.0130539144357011,0.2117246480696222,0.2117246480696222,0.6034746309102125,0.4549420185970444,mapping_override,2025-08-16 06:06:53-03:00,2025-08-16 06:07:23-03:00,0.02323209150946541,0.004587502861676233,0.010180879456012986
video_000003_w0043,room_1,room_1_16_17_aug,2025-08-16T06:07:03-03:00,2025-08-16T06:07:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002464281536554659,0.0007392844609663976,0.10504847318831459,0.10050720093834276,0.7944443258733427,1.0451835511045395,0.20555567412665735,0.20555567412665735,0.5920547245259067,0.4611109925400093,mapping_override,2025-08-16 06:07:03-03:00,2025-08-16 06:07:33-03:00,0.006168973942964888,0.0044349746848258015,0.004955174462267528
video_000003_w0044,room_1,room_1_16_17_aug,2025-08-16T06:07:13-03:00,2025-08-16T06:07:43-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00029433552396464316,0.0008830065718939295,0.14837419108339048,0.12206683012391673,0.7295589787926927,1.2155160491410133,0.2704410212073072,0.2704410212073072,0.7007666632740253,0.39622564545935945,mapping_override,2025-08-16 06:07:13-03:00,2025-08-16 06:07:43-03:00,0.06488534708064991,0.006035052158296549,0.02369014063500256
video_000003_w0045,room_1,room_1_16_17_aug,2025-08-16T06:07:23-03:00,2025-08-16T06:07:53-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00029843569466013123,0.0008953070839803937,0.1571508538693021,0.1092900051171372,0.7335591410135608,1.437925212839615,0.2664408589864393,0.2664408589864393,0.6918248610157697,0.4002258076802274,mapping_override,2025-08-16 06:07:23-03:00,2025-08-16 06:07:53-03:00,0.012776825006779617,0.0061719954036655944,0.008153444284599801
video_000003_w0046,room_1,room_1_16_17_aug,2025-08-16T06:07:33-03:00,2025-08-16T06:08:03-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0003108437158314498,0.0009325311474943495,0.16719467022678597,0.1023042642008915,0.7305010655723225,1.6342883801839512,0.2694989344276775,0.2694989344276775,0.6933044189295459,0.39716773223898916,mapping_override,2025-08-16 06:07:33-03:00,2025-08-16 06:08:03-03:00,0.010043816357483908,0.006586415878812646,0.007623636022414023
video_000003_w0047,room_1,room_1_16_17_aug,2025-08-16T06:07:43-03:00,2025-08-16T06:08:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00028315896017577167,0.000849476880527315,0.1235241066407717,0.0568732474234173,0.8196026459358109,2.1719193511343473,0.180397354064189,0.180397354064189,0.5319693893797659,0.48626931260247763,mapping_override,2025-08-16 06:07:43-03:00,2025-08-16 06:08:13-03:00,0.08910158036348842,0.005661761622122905,0.030693707244532558
video_000003_w0048,room_1,room_1_16_17_aug,2025-08-16T06:07:53-03:00,2025-08-16T06:08:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002461621055065027,0.0007384863165195081,0.1105137589795562,0.037679179422332384,0.8518070615981114,2.9330192608720904,0.14819293840188857,0.14819293840188857,0.45837993822333206,0.518473728264778,mapping_override,2025-08-16 06:07:53-03:00,2025-08-16 06:08:23-03:00,0.032204415662300444,0.004426088836004058,0.012759586883892973
video_000003_w0049,room_1,room_1_16_17_aug,2025-08-16T06:08:03-03:00,2025-08-16T06:08:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00025467839098180573,0.0007640351729454172,0.12104343634179462,0.045223855980945644,0.8337327076772597,2.6765394882027387,0.16626729232274026,0.16626729232274026,0.4981038053939045,0.5003993743439263,mapping_override,2025-08-16 06:08:03-03:00,2025-08-16 06:08:33-03:00,0.01807435392085167,0.004710527669919101,0.008719675545198872
video_000003_w0050,room_1,room_1_16_17_aug,2025-08-16T06:08:13-03:00,2025-08-16T06:08:43-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00021561238442902527,0.0006468371532870758,0.1335042927088741,0.03639973841681723,0.8300959688743086,3.6677267067170214,0.16990403112569133,0.16990403112569133,0.49517193672249504,0.49676263554097533,mapping_override,2025-08-16 06:08:13-03:00,2025-08-16 06:08:43-03:00,0.012460856367079505,0.003405746450241295,0.006122279425292757
video_000003_w0051,room_1,room_1_16_17_aug,2025-08-16T06:08:23-03:00,2025-08-16T06:08:53-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.00021081250319083565,0.0006324375095725069,0.1002988986999055,0.03384409566972069,0.8658570056303737,2.963556765667695,0.1341429943696262,0.1341429943696262,0.4277736135639445,0.5325236722970403,mapping_override,2025-08-16 06:08:23-03:00,2025-08-16 06:08:53-03:00,0.03576103675606512,0.003245433291848403,0.013000114331113418
video_000003_w0052,room_1,room_1_16_17_aug,2025-08-16T06:08:33-03:00,2025-08-16T06:09:03-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002445316288685717,0.0007335948866057152,0.12040928520329645,0.0791953703648661,0.8003953444318374,1.520408133058171,0.19960465556816254,0.19960465556816254,0.5770221610435904,0.4670620110985041,mapping_override,2025-08-16 06:08:33-03:00,2025-08-16 06:09:03-03:00,0.06546166119853636,0.004371631892896207,0.02269864068458825
video_000003_w0053,room_1,room_1_16_17_aug,2025-08-16T06:08:43-03:00,2025-08-16T06:09:13-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002573448931192009,0.0007720346793576027,0.10136012196083961,0.08475775617474877,0.8138821218644116,1.1958801947500948,0.1861178781355884,0.1861178781355884,0.5541629528456888,0.48054878853107824,mapping_override,2025-08-16 06:08:43-03:00,2025-08-16 06:09:13-03:00,0.01904916324245686,0.004799587244165661,0.00907446004365302
video_000003_w0054,room_1,room_1_16_17_aug,2025-08-16T06:08:53-03:00,2025-08-16T06:09:23-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002698427771368491,0.0008095283314105472,0.12400534533299491,0.08612024980736536,0.7898744048596398,1.4399092618794223,0.21012559514036028,0.21012559514036028,0.5974236385254316,0.4565410715263064,mapping_override,2025-08-16 06:08:53-03:00,2025-08-16 06:09:23-03:00,0.024007717004771834,0.005217009084555388,0.01085422146062032
video_000003_w0055,room_1,room_1_16_17_aug,2025-08-16T06:09:03-03:00,2025-08-16T06:09:33-03:00,video_000003,free_range,30.0,room1_aug16_17_semantic_v1,0.0002368896834822307,0.0007106690504466921,0.0987119420303925,0.053352745726759944,0.8479353122428476,1.850175481800591,0.15206468775715246,0.15206468775715246,0.47770074543567276,0.5146019789095142,mapping_override,2025-08-16 06:09:03-03:00,2025-08-16 06:09:33-03:00,0.05806090738320781,0.004116395494253061,0.020299749060939485
